student_id,week_start,avg_grade,absence_hours
29,2024-12-09,35.0,22
29,2024-12-16,34.7,25
30,2024-09-02,65.8,3
30,2024-09-09,82.4,3
30,2024-09-16,79.0,4
30,2024-09-23,93.6,3
30,2024-09-30,92.7,1
30,2024-10-07,81.5,4
30,2024-10-14,80.4,5
30,2024-10-21,84.1,3
30,2024-10-28,100.0,1
30,2024-11-04,87.4,4
30,2024-11-11,94.5,2
30,2024-11-18,82.9,2
30,2024-11-25,98.7,2
30,2024-12-02,87.8,2
30,2024-12-09,93.0,3
30,2024-12-16,79.4,1
31,2024-09-02,70.0,1
31,2024-09-09,92.4,5
31,2024-09-16,91.7,3
31,2024-09-23,85.3,4
31,2024-09-30,88.7,5
31,2024-10-07,85.7,5
31,2024-10-14,93.6,4
31,2024-10-21,70.6,4
31,2024-10-28,85.7,2
31,2024-11-04,75.0,2
31,2024-11-11,87.2,0
31,2024-11-18,75.2,3
31,2024-11-25,94.1,3
31,2024-12-02,96.4,2
31,2024-12-09,86.9,1
31,2024-12-16,74.9,5
32,2024-09-02,79.1,6
32,2024-09-09,71.2,8
32,2024-09-16,67.8,8
32,2024-09-23,73.1,10
32,2024-09-30,73.2,8
32,2024-10-07,68.7,10
32,2024-10-14,73.7,8
32,2024-10-21,69.7,9
32,2024-10-28,66.3,10
32,2024-11-04,61.4,8
32,2024-11-11,74.9,7
32,2024-11-18,57.4,8
32,2024-11-25,56.4,6
32,2024-12-02,76.1,8
32,2024-12-09,80.3,6
32,2024-12-16,69.2,9
33,2024-09-02,60.6,10
33,2024-09-09,74.1,6
33,2024-09-16,69.7,9
33,2024-09-23,65.3,6
33,2024-09-30,72.2,12
33,2024-10-07,66.9,11
33,2024-10-14,64.0,9
33,2024-10-21,76.2,8
33,2024-10-28,67.6,9
33,2024-11-04,85.1,9
33,2024-11-11,65.9,8
33,2024-11-18,90.2,9
33,2024-11-25,65.2,7
33,2024-12-02,55.4,9
33,2024-12-09,75.2,8
33,2024-12-16,69.9,7
34,2024-09-02,87.1,3
34,2024-09-09,81.8,5
34,2024-09-16,79.5,3
34,2024-09-23,93.1,3
34,2024-09-30,84.9,0
34,2024-10-07,97.3,2
34,2024-10-14,90.9,4
34,2024-10-21,81.6,2
34,2024-10-28,97.4,1
34,2024-11-04,100.0,1
34,2024-11-11,77.5,3
34,2024-11-18,100.0,0
34,2024-11-25,86.0,3
34,2024-12-02,87.5,3
34,2024-12-09,81.6,1
34,2024-12-16,86.2,1
35,2024-09-02,43.6,20
35,2024-09-09,39.5,21
35,2024-09-16,27.9,20
35,2024-09-23,60.3,19
35,2024-09-30,51.3,21
35,2024-10-07,35.4,19
35,2024-10-14,40.6,24
35,2024-10-21,35.6,22
35,2024-10-28,46.1,22
35,2024-11-04,24.7,22
35,2024-11-11,48.6,22
35,2024-11-18,13.8,23
35,2024-11-25,33.4,20
35,2024-12-02,20.8,24
35,2024-12-09,27.6,22
35,2024-12-16,32.5,22
36,2024-09-02,86.8,2
36,2024-09-09,76.5,2
36,2024-09-16,89.7,3
36,2024-09-23,85.6,6
36,2024-09-30,92.2,4
36,2024-10-07,85.1,3
36,2024-10-14,83.1,4
36,2024-10-21,85.8,3
36,2024-10-28,88.0,2
36,2024-11-04,100.0,1
36,2024-11-11,81.5,3
36,2024-11-18,82.3,2
36,2024-11-25,78.4,3
36,2024-12-02,91.3,2
36,2024-12-09,93.0,0
36,2024-12-16,81.8,2
37,2024-09-02,50.6,12
37,2024-09-09,57.3,16
37,2024-09-16,69.7,14
37,2024-09-23,65.0,16
37,2024-09-30,68.6,14
37,2024-10-07,44.2,15
37,2024-10-14,50.2,14
37,2024-10-21,55.6,15
37,2024-10-28,58.9,16
37,2024-11-04,54.5,16
37,2024-11-11,57.3,17
37,2024-11-18,55.4,15
37,2024-11-25,53.6,15
37,2024-12-02,50.1,14
37,2024-12-09,62.3,14
37,2024-12-16,53.2,17
38,2024-09-02,67.2,10
38,2024-09-09,65.3,7
38,2024-09-16,57.2,10
38,2024-09-23,60.9,9
38,2024-09-30,62.0,10
38,2024-10-07,87.7,6
38,2024-10-14,61.3,9
38,2024-10-21,74.1,9
38,2024-10-28,65.4,11
38,2024-11-04,70.9,6
38,2024-11-11,68.0,6
38,2024-11-18,82.7,7
38,2024-11-25,73.9,8
38,2024-12-02,65.1,5
38,2024-12-09,74.8,10
38,2024-12-16,62.7,6
39,2024-09-02,92.4,0
39,2024-09-09,95.9,1
39,2024-09-16,77.4,3
39,2024-09-23,78.0,2
39,2024-09-30,89.2,0
39,2024-10-07,99.6,3
39,2024-10-14,76.2,1
39,2024-10-21,94.6,3
39,2024-10-28,97.8,1
39,2024-11-04,89.2,3
39,2024-11-11,92.5,4
39,2024-11-18,81.3,2
39,2024-11-25,82.2,2
39,2024-12-02,92.8,0
39,2024-12-09,96.2,1
39,2024-12-16,84.9,4
40,2024-09-02,72.6,9
40,2024-09-09,60.6,7
40,2024-09-16,77.5,7
40,2024-09-23,66.0,10
40,2024-09-30,61.6,9
40,2024-10-07,70.3,8
40,2024-10-14,65.9,7
40,2024-10-21,61.4,9
40,2024-10-28,64.7,10
40,2024-11-04,68.2,7
40,2024-11-11,68.1,8
40,2024-11-18,78.1,8
40,2024-11-25,67.8,10
40,2024-12-02,74.1,11
40,2024-12-09,80.1,7
40,2024-12-16,77.9,11
41,2024-09-02,56.3,22
41,2024-09-09,51.0,20
41,2024-09-16,35.8,20
41,2024-09-23,28.4,23
41,2024-09-30,38.7,23
41,2024-10-07,30.4,23
41,2024-10-14,35.5,20
41,2024-10-21,51.8,23
41,2024-10-28,39.7,22
41,2024-11-04,40.8,22
41,2024-11-11,30.2,22
41,2024-11-18,51.4,27
41,2024-11-25,47.5,23
41,2024-12-02,31.5,22
41,2024-12-09,27.6,22
41,2024-12-16,50.0,26
42,2024-09-02,76.0,7
42,2024-09-09,77.1,8
42,2024-09-16,52.8,9
42,2024-09-23,63.3,7
42,2024-09-30,68.0,8
42,2024-10-07,69.7,8
42,2024-10-14,55.0,11
42,2024-10-21,62.1,7
42,2024-10-28,67.4,8
42,2024-11-04,81.7,9
42,2024-11-11,74.5,9
42,2024-11-18,71.9,9
42,2024-11-25,54.5,8
42,2024-12-02,79.3,14
42,2024-12-09,60.4,9
42,2024-12-16,65.4,11
43,2024-09-02,33.2,21
43,2024-09-09,32.0,20
43,2024-09-16,42.2,22
43,2024-09-23,33.1,22
43,2024-09-30,41.2,22
43,2024-10-07,47.9,19
43,2024-10-14,46.0,21
43,2024-10-21,47.5,22
43,2024-10-28,36.3,21
43,2024-11-04,43.8,24
43,2024-11-11,32.2,21
43,2024-11-18,41.3,20
43,2024-11-25,24.6,21
43,2024-12-02,30.9,21
43,2024-12-09,18.0,21
43,2024-12-16,37.9,21
44,2024-09-02,83.3,6
44,2024-09-09,85.7,3
44,2024-09-16,78.6,6
44,2024-09-23,82.0,2
44,2024-09-30,96.9,2
44,2024-10-07,86.9,2
44,2024-10-14,84.4,3
44,2024-10-21,91.1,2
44,2024-10-28,80.6,2
44,2024-11-04,75.6,0
44,2024-11-11,89.3,4
44,2024-11-18,94.0,0
44,2024-11-25,85.2,1
44,2024-12-02,88.4,2
44,2024-12-09,92.0,2
44,2024-12-16,72.2,1
45,2024-09-02,44.0,20
45,2024-09-09,32.0,18
45,2024-09-16,42.9,19
45,2024-09-23,28.4,20
45,2024-09-30,37.1,20
45,2024-10-07,34.6,21
45,2024-10-14,33.7,22
45,2024-10-21,35.7,22
45,2024-10-28,45.0,23
45,2024-11-04,47.6,23
45,2024-11-11,38.4,22
45,2024-11-18,32.6,21
45,2024-11-25,35.0,24
45,2024-12-02,28.4,23
45,2024-12-09,28.1,23
45,2024-12-16,28.4,22
46,2024-09-02,64.6,9
46,2024-09-09,69.2,8
46,2024-09-16,72.1,8
46,2024-09-23,79.0,7
46,2024-09-30,68.5,6
46,2024-10-07,67.2,6
46,2024-10-14,76.0,9
46,2024-10-21,76.3,8
46,2024-10-28,63.0,7
46,2024-11-04,82.2,10
46,2024-11-11,71.0,8
46,2024-11-18,80.9,7
46,2024-11-25,71.8,10
46,2024-12-02,63.3,10
46,2024-12-09,74.2,8
46,2024-12-16,62.1,7
47,2024-09-02,62.3,13
47,2024-09-09,60.8,16
47,2024-09-16,67.3,13
47,2024-09-23,69.7,17
47,2024-09-30,62.2,13
47,2024-10-07,56.0,15
47,2024-10-14,60.5,15
47,2024-10-21,60.3,15
47,2024-10-28,59.9,15
47,2024-11-04,54.8,15
47,2024-11-11,72.5,18
47,2024-11-18,61.3,18
47,2024-11-25,63.0,16
47,2024-12-02,44.3,15
47,2024-12-09,53.4,14
47,2024-12-16,43.9,17
48,2024-09-02,62.6,13
48,2024-09-09,53.8,17
48,2024-09-16,52.4,15
48,2024-09-23,57.6,16
48,2024-09-30,52.0,15
48,2024-10-07,59.9,15
48,2024-10-14,58.9,16
48,2024-10-21,75.6,19
48,2024-10-28,52.6,12
48,2024-11-04,62.2,16
48,2024-11-11,65.7,16
48,2024-11-18,57.4,17
48,2024-11-25,66.8,14
48,2024-12-02,49.8,16
48,2024-12-09,56.9,15
48,2024-12-16,59.3,17
49,2024-09-02,43.8,28
49,2024-09-09,21.8,28
49,2024-09-16,26.6,29
49,2024-09-23,28.9,32
49,2024-09-30,20.7,30
49,2024-10-07,41.8,28
49,2024-10-14,22.7,28
49,2024-10-21,20.8,29
49,2024-10-28,27.1,31
49,2024-11-04,9.9,32
49,2024-11-11,17.4,33
49,2024-11-18,5.3,32
49,2024-11-25,19.3,31
49,2024-12-02,1.6,32
49,2024-12-09,20.1,34
49,2024-12-16,5.5,31
50,2024-09-02,66.6,8
50,2024-09-09,73.6,8
50,2024-09-16,64.0,10
50,2024-09-23,71.1,9
50,2024-09-30,56.2,5
50,2024-10-07,58.5,8
50,2024-10-14,74.6,5
50,2024-10-21,82.7,9
50,2024-10-28,80.9,7
50,2024-11-04,74.0,8
50,2024-11-11,76.5,8
50,2024-11-18,73.8,10
50,2024-11-25,64.8,9
50,2024-12-02,54.9,9
50,2024-12-09,85.6,6
50,2024-12-16,69.3,10
51,2024-09-02,86.3,3
51,2024-09-09,83.0,2
51,2024-09-16,85.5,3
51,2024-09-23,76.8,3
51,2024-09-30,98.9,2
51,2024-10-07,76.6,2
51,2024-10-14,80.8,1
51,2024-10-21,87.8,1
51,2024-10-28,81.8,3
51,2024-11-04,74.6,0
51,2024-11-11,92.3,0
51,2024-11-18,79.2,0
51,2024-11-25,83.2,3
51,2024-12-02,88.1,6
51,2024-12-09,96.0,1
51,2024-12-16,77.8,6
52,2024-09-02,94.5,4
52,2024-09-09,86.7,3
52,2024-09-16,74.3,3
52,2024-09-23,86.9,1
52,2024-09-30,82.1,5
52,2024-10-07,85.5,6
52,2024-10-14,72.6,2
52,2024-10-21,74.3,1
52,2024-10-28,80.1,3
52,2024-11-04,89.0,1
52,2024-11-11,69.1,5
52,2024-11-18,84.7,1
52,2024-11-25,89.3,3
52,2024-12-02,84.6,3
52,2024-12-09,78.1,3
52,2024-12-16,79.4,1
53,2024-09-02,49.2,22
53,2024-09-09,55.9,22
53,2024-09-16,39.9,18
53,2024-09-23,53.0,23
53,2024-09-30,35.6,22
53,2024-10-07,37.6,24
53,2024-10-14,35.4,24
53,2024-10-21,45.0,24
53,2024-10-28,34.3,23
53,2024-11-04,29.5,23
53,2024-11-11,43.7,26
53,2024-11-18,39.6,24
53,2024-11-25,31.2,24
53,2024-12-02,31.2,23
53,2024-12-09,34.9,23
53,2024-12-16,33.3,23
54,2024-09-02,57.0,16
54,2024-09-09,61.1,15
54,2024-09-16,47.8,15
54,2024-09-23,63.4,14
54,2024-09-30,75.6,12
54,2024-10-07,64.9,16
54,2024-10-14,62.6,15
54,2024-10-21,62.4,17
54,2024-10-28,51.9,16
54,2024-11-04,56.0,14
54,2024-11-11,62.9,15
54,2024-11-18,44.9,15
54,2024-11-25,50.2,17
54,2024-12-02,57.6,18
54,2024-12-09,50.7,17
54,2024-12-16,78.5,16
55,2024-09-02,50.9,21
55,2024-09-09,31.9,21
55,2024-09-16,45.0,20
55,2024-09-23,34.7,22
55,2024-09-30,33.2,24
55,2024-10-07,41.2,19
55,2024-10-14,35.4,21
55,2024-10-21,58.0,20
55,2024-10-28,37.1,21
55,2024-11-04,41.2,21
55,2024-11-11,27.4,22
55,2024-11-18,33.4,22
55,2024-11-25,30.7,24
55,2024-12-02,31.7,21
55,2024-12-09,29.8,23
55,2024-12-16,22.1,26
56,2024-09-02,76.9,10
56,2024-09-09,73.1,5
56,2024-09-16,82.3,7
56,2024-09-23,63.7,9
56,2024-09-30,81.0,10
56,2024-10-07,77.3,8
56,2024-10-14,67.4,9
56,2024-10-21,69.0,10
56,2024-10-28,76.6,9
56,2024-11-04,49.8,8
56,2024-11-11,69.1,9
56,2024-11-18,64.0,6
56,2024-11-25,73.7,8
56,2024-12-02,74.6,7
56,2024-12-09,81.3,10
56,2024-12-16,72.4,8
57,2024-09-02,76.8,9
57,2024-09-09,71.9,10
57,2024-09-16,81.4,6
57,2024-09-23,61.6,7
57,2024-09-30,58.0,8
57,2024-10-07,74.8,8
57,2024-10-14,65.7,10
57,2024-10-21,71.1,9
57,2024-10-28,79.2,8
57,2024-11-04,86.5,8
57,2024-11-11,86.0,7
57,2024-11-18,74.1,7
57,2024-11-25,79.0,8
57,2024-12-02,72.3,7
57,2024-12-09,77.5,7
57,2024-12-16,83.5,7
58,2024-09-02,75.2,4
58,2024-09-09,81.4,3
58,2024-09-16,83.6,1
58,2024-09-23,85.7,5
58,2024-09-30,94.4,3
58,2024-10-07,95.4,1
58,2024-10-14,84.0,3
58,2024-10-21,85.6,2
58,2024-10-28,77.1,0
58,2024-11-04,93.4,3
58,2024-11-11,94.2,2
58,2024-11-18,81.3,2
58,2024-11-25,94.0,2
58,2024-12-02,93.6,1
58,2024-12-09,86.0,2
58,2024-12-16,97.2,3
59,2024-09-02,44.0,25
59,2024-09-09,29.6,28
